instruction,solution_code,test_code,file_source,metadata.index,metadata.Source Name,metadata.local index,metadata.GPT Answer,metadata.variant,metadata.test_folder_name,test_result.test_reliability,test_result.passed,test_result.failed,test_result.errors
"given array prices prices[i] price given stock ith day. want maximize profit choosing single day buy one stock choosing different day future sell stock. Return maximum profit achieve transaction. cannot achieve profit, return 0.","class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        max_profit = 0
        min_price = float('inf')
        for price in prices:
            if price < min_price:
                min_price = price
            elif price - min_price > max_profit:
                max_profit = price - min_price
        return max_profit","from typing import *
from collections import *
from math import *

class First_class:

    def maxProfit(self, prices: List[int]) -> int:
        max_profit = 0
        min_price = float('inf')
        for price in prices:
            if price < min_price:
                min_price = price
            elif price - min_price > max_profit:
                max_profit = price - min_price
        return max_profit
class Solution:

    def maxProfit(self, prices: List[int]) -> int:
        if len(prices) == 1:
            return 0
        first_diff = prices[1] - prices[0]
        buy_price = min(prices[0], prices[1])
        dp = [[] for _ in range(len(prices))]
        dp[1].append(first_diff)
        dp[1].append(buy_price)
        for i in range(2, len(prices)):
            dp[i].append(max(dp[i - 1][0], prices[i] - dp[i - 1][1]))
            dp[i].append(min(dp[i - 1][1], prices[i]))
        return dp[-1][0] if dp[-1][0] > 0 else 0
def test_simple_case():
    cls1_instance = First_class()
    cls2_instance = Solution()
    assert cls1_instance.maxProfit([7, 1, 5, 3, 6, 4]) == cls2_instance.maxProfit([7, 1, 5, 3, 6, 4])
def test_edge_case():
    cls1_instance = First_class()
    cls2_instance = Solution()
    assert cls1_instance.maxProfit([7, 6, 4, 3, 1]) == cls2_instance.maxProfit([7, 6, 4, 3, 1])
def test_difficult_case():
    cls1_instance = First_class()
    cls2_instance = Solution()
    assert cls1_instance.maxProfit([1, 2, 3, 4, 5]) == cls2_instance.maxProfit([1, 2, 3, 4, 5])",DATASET/DatasetTEST/variant_2_full.jsonl,962,py_1700_data.csv,962,"class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        max_profit = 0
        min_price = float('inf')
        for price in prices:
            if price < min_price:
                min_price = price
            elif price - min_price > max_profit:
                max_profit = price - min_price
        return max_profit",2,16,NO_TEST_PASSED,3,0,[]
Write Python program check elements list included another given list.,"def check_list(list1, list2):
    return set(list2).issubset(set(list1))","from typing import *
from collections import *
from math import *

def check_list(list1, list2):
    return set(list2).issubset(set(list1))
def test_includes_all(nums, lsts):
    for x in lsts:
        if x not in nums:
            return False
    return True
def test_simple_case():
    assert check_list([1, 2, 3], [1, 2]) == test_includes_all([1, 2, 3], [1, 2])
def test_edge_case():
    assert check_list([5, 10, 15, 20], [10, 15]) == test_includes_all([5, 10, 15, 20], [10, 15])
def test_difficult_case():
    assert check_list([100, 200, 300, 400], [500, 100]) == test_includes_all([100, 200, 300, 400], [500, 100])",DATASET/DatasetTEST/variant_2_full.jsonl,3300,py_good_answer.csv,1504,"
def check_list(list1, list2):
    return set(list2).issubset(set(list1))
",2,160,NO_TEST_PASSED,3,0,[]
Write Python program count number groups non-zero numbers separated zeros given list numbers.,"def count_groups(lst):
    count = 0
    for i in range(len(lst)):
        if lst[i] != 0 and (i == 0 or lst[i-1] == 0):
            count += 1
    return count","from typing import *
from collections import *
from math import *

def count_groups(lst):
    count = 0
    for i in range(len(lst)):
        if lst[i] != 0 and (i == 0 or lst[i - 1] == 0):
            count += 1
    return count
def test(lst):
    previous_digit = 0
    ctr = 0
    for digit in lst:
        if previous_digit == 0 and digit != 0:
            ctr += 1
        previous_digit = digit
    return ctr
def test_simple_case():
    assert count_groups([1, 2, 0, 4, 0, 0, 5]) == test([1, 2, 0, 4, 0, 0, 5])
def test_edge_case():
    assert count_groups([0, 2, 0, 0, 1, 3, 0]) == test([0, 2, 0, 0, 1, 3, 0])
def test_difficult_case():
    assert count_groups([1, 1, 0, 2, 0, 3, 0, 4, 0]) == test([1, 1, 0, 2, 0, 3, 0, 4, 0])",DATASET/DatasetTEST/variant_2_full.jsonl,2808,py_good_answer.csv,1012,"def count_groups(lst):
    count = 0
    for i in range(len(lst)):
        if lst[i] != 0 and (i == 0 or lst[i-1] == 0):
            count += 1
    return count",2,161,NO_TEST_PASSED,3,0,[]
"Write Python program get every element exists two given lists once, applying provided function element both.","def exists_once(list1, list2, func):
    """"""Returns a list of elements that exist in both list1 and list2 only once
    after applying the provided function to each element""""""
    
    count1 = {}
    count2 = {}
    result = []
    
    for elem in list1:
        if elem not in count1:
            count1[elem] = 1
        else:
            count1[elem] += 1
    
    for elem in list2:
        if elem not in count2:
            count2[elem] = 1
        else:
            count2[elem] += 1
    
    for elem in set(list1+list2):
        if elem in count1 and count1[elem] == 1 and elem in count2 and count2[elem] == 1:
            result.append(func(elem))
            
    return result","from typing import *
from collections import *
from math import *

def exists_once(list1, list2, func):
    """"""Returns a list of elements that exist in both list1 and list2 only once
    after applying the provided function to each element""""""
    count1 = {}
    count2 = {}
    result = []
    for elem in list1:
        if elem not in count1:
            count1[elem] = 1
        else:
            count1[elem] += 1
    for elem in list2:
        if elem not in count2:
            count2[elem] = 1
        else:
            count2[elem] += 1
    for elem in set(list1 + list2):
        if elem in count1 and count1[elem] == 1 and (elem in count2) and (count2[elem] == 1):
            result.append(func(elem))
    return result
def union_by_el(x, y, fn):
    _x = set(map(fn, x))
    return list(set(x + [item for item in y if fn(item) not in _x]))
def test_simple_case():
    assert exists_once([1, 2, 3], [4, 5, 1], lambda x: x) == union_by_el([1, 2, 3], [4, 5, 1], lambda x: x)
def test_edge_case():
    assert exists_once([1, 2, 3, 3], [3, 2, 1, 4], lambda x: x) == union_by_el([1, 2, 3, 3], [3, 2, 1, 4], lambda x: x)
def test_difficult_case():
    assert exists_once([1, 2, 3], [3, 3, 4, 5], lambda x: x) == union_by_el([1, 2, 3], [3, 3, 4, 5], lambda x: x)",DATASET/DatasetTEST/variant_2_full.jsonl,3048,py_good_answer.csv,1252,"def exists_once(list1, list2, func):
    """"""Returns a list of elements that exist in both list1 and list2 only once
    after applying the provided function to each element""""""
    
    count1 = {}
    count2 = {}
    result = []
    
    for elem in list1:
        if elem not in count1:
            count1[elem] = 1
        else:
            count1[elem] += 1
    
    for elem in list2:
        if elem not in count2:
            count2[elem] = 1
        else:
            count2[elem] += 1
    
    for elem in set(list1+list2):
        if elem in count1 and count1[elem] == 1 and elem in count2 and count2[elem] == 1:
            result.append(func(elem))
            
    return result",2,162,NO_TEST_PASSED,0,3,"['\x1b[1m\x1b[31mE       AssertionError: assert [1] == [1, 2, 3, 4, 5]\x1b[0m', '\x1b[1m\x1b[31mtest_solution.py\x1b[0m:29: AssertionError', '\x1b[1m\x1b[31mE       AssertionError: assert [1, 2] == [1, 2, 3, 4]\x1b[0m', '\x1b[1m\x1b[31mtest_solution.py\x1b[0m:31: AssertionError', '\x1b[1m\x1b[31mE       AssertionError: assert [] == [1, 2, 3, 4, 5]\x1b[0m', '\x1b[1m\x1b[31mtest_solution.py\x1b[0m:33: AssertionError', '\x1b[31mFAILED\x1b[0m test_solution.py::\x1b[1mtest_simple_case\x1b[0m - AssertionError: assert [1] == [1, 2, 3, 4, 5]', '\x1b[31mFAILED\x1b[0m test_solution.py::\x1b[1mtest_edge_case\x1b[0m - AssertionError: assert [1, 2] == [1, 2, 3, 4]', '\x1b[31mFAILED\x1b[0m test_solution.py::\x1b[1mtest_difficult_case\x1b[0m - AssertionError: assert [] == [1, 2, 3, 4, 5]']"
"Given integer n, return number prime numbers strictly less n.","def count_primes(n):
    if n <= 2:
        return 0
    primes = [True] * n
    primes[0] = primes[1] = False
    for i in range(2, int(n ** 0.5) + 1):
        if primes[i]:
            primes[i*i:n:i] = [False] * ((n-1-i*i)//i + 1)
    return sum(primes)","from typing import *
from collections import *
from math import *

def count_primes(n):
    if n <= 2:
        return 0
    primes = [True] * n
    primes[0] = primes[1] = False
    for i in range(2, int(n ** 0.5) + 1):
        if primes[i]:
            primes[i * i:n:i] = [False] * ((n - 1 - i * i) // i + 1)
    return sum(primes)
class Solution:

    def countPrimes(self, n: int) -> int:
        truth = [True] * n
        if n < 2:
            return 0
        truth[0], truth[1] = (False, False)
        i = 2
        while i * i < n:
            if truth[i] == True:
                for j in range(i * i, n, i):
                    truth[j] = False
            i += 1
        return truth.count(True)
def test_simple_case():
    sol_instance = Solution()
    assert count_primes(5) == sol_instance.countPrimes(5)
def test_edge_case():
    sol_instance = Solution()
    assert count_primes(10) == sol_instance.countPrimes(10)
def test_difficult_case():
    sol_instance = Solution()
    assert count_primes(100) == sol_instance.countPrimes(100)",DATASET/DatasetTEST/variant_2_full.jsonl,64,py_1700_data.csv,64,"
def count_primes(n):
    if n <= 2:
        return 0
    primes = [True] * n
    primes[0] = primes[1] = False
    for i in range(2, int(n ** 0.5) + 1):
        if primes[i]:
            primes[i*i:n:i] = [False] * ((n-1-i*i)//i + 1)
    return sum(primes)
",2,163,NO_TEST_PASSED,3,0,[]
Write Python program compare two unordered lists (not sets).,"def compare_lists(list1, list2):
    if sorted(list1) == sorted(list2):
        return True
    else:
        return False","from typing import *
from collections import *
from math import *

def compare_lists(list1, list2):
    if sorted(list1) == sorted(list2):
        return True
    else:
        return False
def compare_lists(x, y):
    return Counter(x) == Counter(y)
def test_simple_case():
    assert compare_lists([1, 2, 3], [3, 2, 1]) == compare_lists([1, 2, 3], [3, 2, 1])
def test_edge_case():
    assert compare_lists([1, 2, 3], [1, 2, 4]) == compare_lists([1, 2, 3], [1, 2, 4])
def test_difficult_case():
    assert compare_lists([3, 1, 4, 1], [1, 4, 3, 1]) == compare_lists([3, 1, 4, 1], [1, 4, 3, 1])",DATASET/DatasetTEST/variant_2_full.jsonl,2007,py_good_answer.csv,207,"def compare_lists(list1, list2):
    if sorted(list1) == sorted(list2):
        return True
    else:
        return False",2,165,NO_TEST_PASSED,3,0,[]
"given two integers n maxValue, used describe ideal array. 0-indexed integer array arr length n considered ideal following conditions hold: Every arr[i] value 1 maxValue, 0 <= < n. Every arr[i] divisible arr[i - 1], 0 < < n. Return number distinct ideal arrays length n. Since answer may large, return modulo 109 + 7.","def countIdealArrays(n, maxValue):
    mod = 1000000007
    dp = [[0 for i in range(maxValue+1)] for j in range(n)]
    for j in range(1,maxValue+1):
        dp[0][j] = 1
    for i in range(1,n):
        for j in range(1,maxValue+1):
            for k in range(1,maxValue//j+1):
                dp[i][j*k] = (dp[i][j*k]+dp[i-1][j])%mod
    return sum(dp[n-1])%mod","from typing import *
from collections import *
from math import *

def countIdealArrays(n, maxValue):
    mod = 1000000007
    dp = [[0 for i in range(maxValue + 1)] for j in range(n)]
    for j in range(1, maxValue + 1):
        dp[0][j] = 1
    for i in range(1, n):
        for j in range(1, maxValue + 1):
            for k in range(1, maxValue // j + 1):
                dp[i][j * k] = (dp[i][j * k] + dp[i - 1][j]) % mod
    return sum(dp[n - 1]) % mod
class Solution:

    def idealArrays(self, n: int, maxValue: int) -> int:
        MOD = 10 ** 9 + 7
        my_combs = [1, n]
        for k in range(2, 21):
            my_combs.append((n + k - 1) * my_combs[-1] // k)
        for x in range(len(my_combs)):
            my_combs[x] %= MOD
        primes = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71, 73, 79, 83, 89, 97]
        fac_prods = [1] * (maxValue + 1)
        ans = 1
        for x in primes:
            if x > maxValue:
                break
            mult = x
            ii = 1
            comb_prodder = my_combs[ii]
            while mult <= maxValue:
                for nm in range(mult, mult * x, mult):
                    if nm > maxValue:
                        break
                    for y in range(nm, maxValue + 1, mult * x):
                        fac_prods[y] = fac_prods[y] * comb_prodder % MOD
                mult *= x
                ii += 1
                comb_prodder = my_combs[ii]
        for i in range(2, maxValue + 1):
            if fac_prods[i] == 1 and i > 100:
                for y in range(i, maxValue + 1, i):
                    fac_prods[y] *= n
            ans += fac_prods[i] % MOD
        return ans % MOD
def test_small_inputs():
    solution_instance = Solution()
    assert countIdealArrays(2, 5) == solution_instance.idealArrays(2, 5)
def test_medium_inputs():
    solution_instance = Solution()
    assert countIdealArrays(5, 3) == solution_instance.idealArrays(5, 3)
def test_large_inputs():
    solution_instance = Solution()
    assert countIdealArrays(10, 5) == solution_instance.idealArrays(10, 5)",DATASET/DatasetTEST/variant_2_full.jsonl,1038,py_1700_data.csv,1038,"def countIdealArrays(n, maxValue):
    mod = 1000000007
    dp = [[0 for i in range(maxValue+1)] for j in range(n)]
    for j in range(1,maxValue+1):
        dp[0][j] = 1
    for i in range(1,n):
        for j in range(1,maxValue+1):
            for k in range(1,maxValue//j+1):
                dp[i][j*k] = (dp[i][j*k]+dp[i-1][j])%mod
    return sum(dp[n-1])%mod",2,168,NO_TEST_PASSED,3,0,[]
"One way serialize binary tree use preorder traversal. encounter non-null node, record node's value. null node, record using sentinel value '#'. example, binary tree serialized string ""9,3,4,#,#,1,#,#,2,#,6,#,#"", '#' represents null node. Given string comma-separated values preorder, return true correct preorder traversal serialization binary tree. guaranteed comma-separated value string must either integer character '#' representing null pointer. may assume input format always valid. example, could never contain two consecutive commas, ""1,,3"". Note: allowed reconstruct tree.","class Solution:
    def isValidSerialization(self, preorder: str) -> bool:
        stack = []
        for val in preorder.split(','):
            stack.append(val)
            while len(stack) > 2 and stack[-2:] == ['#', '#'] and stack[-3] != '#':
                stack.pop()
                stack.pop()
                stack[-1] = '#'
        return len(stack) == 1 and stack.pop() == '#'","from typing import *
from collections import *
from math import *

class First_class:

    def isValidSerialization(self, preorder: str) -> bool:
        stack = []
        for val in preorder.split(','):
            stack.append(val)
            while len(stack) > 2 and stack[-2:] == ['#', '#'] and (stack[-3] != '#'):
                stack.pop()
                stack.pop()
                stack[-1] = '#'
        return len(stack) == 1 and stack.pop() == '#'
class Solution:

    def isValidSerialization(self, preorder: str) -> bool:
        preorder = preorder.split(',')
        n = len(preorder)
        idx, enough = (0, True)

        def dfs():
            nonlocal n, idx, enough
            if idx >= n:
                enough = False
                return
            if preorder[idx] == '#':
                return
            if preorder[idx] != '#':
                idx += 1
                dfs()
                idx += 1
                dfs()
        dfs()
        return enough and idx >= n - 1
def test_simple_case():
    first_class_instance = First_class()
    solution_instance = Solution()
    assert first_class_instance.isValidSerialization('9,3,4,#,#,1,#,#,2,#,6,#,#') == solution_instance.isValidSerialization('9,3,4,#,#,1,#,#,2,#,6,#,#')
def test_single_node_case():
    first_class_instance = First_class()
    solution_instance = Solution()
    assert first_class_instance.isValidSerialization('9') == solution_instance.isValidSerialization('9')
def test_only_null_case():
    first_class_instance = First_class()
    solution_instance = Solution()
    assert first_class_instance.isValidSerialization('#') == solution_instance.isValidSerialization('#')",DATASET/DatasetTEST/variant_2_full.jsonl,1507,py_1700_data.csv,1507,"class Solution:
    def isValidSerialization(self, preorder: str) -> bool:
        stack = []
        for val in preorder.split(','):
            stack.append(val)
            while len(stack) > 2 and stack[-2:] == ['#', '#'] and stack[-3] != '#':
                stack.pop()
                stack.pop()
                stack[-1] = '#'
        return len(stack) == 1 and stack.pop() == '#'",2,17,NO_TEST_PASSED,3,0,[]
"Design data structure follows constraints Least Recently Used (LRU) cache. Implement LRUCache class: LRUCache(int capacity) Initialize LRU cache positive size capacity. int get(int key) Return value key key exists, otherwise return -1. void put(int key, int value) Update value key key exists. Otherwise, add key-value pair cache. number keys exceeds capacity operation, evict least recently used key. functions get put must run O(1) average time complexity.","class Node:
    def __init__(self, key, value):
        self.key = key
        self.value = value
        self.prev = None
        self.next = None

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = {}
        self.head = Node(0, 0)
        self.tail = Node(0, 0)
        self.head.next = self.tail
        self.tail.prev = self.head
    
    def _remove_node(self, node):
        node.prev.next = node.next
        node.next.prev = node.prev
    
    def _add_node_to_front(self, node):
        node.prev = self.head
        node.next = self.head.next
        self.head.next.prev = node
        self.head.next = node
    
    def get(self, key: int) -> int:
        if key in self.cache:
            node = self.cache[key]
            self._remove_node(node)
            self._add_node_to_front(node)
            return node.value
        return -1
    
    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            node = self.cache[key]
            node.value = value
            self._remove_node(node)
            self._add_node_to_front(node)
        else:
            if len(self.cache) == self.capacity:
                del self.cache[self.tail.prev.key]
                self._remove_node(self.tail.prev)
            node = Node(key, value)
            self.cache[key] = node
            self._add_node_to_front(node)","from typing import *
from collections import *
from math import *

class Node:

    def __init__(self, key, value):
        self.key = key
        self.value = value
        self.prev = None
        self.next = None
class LRUCache:

    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = {}
        self.head = Node(0, 0)
        self.tail = Node(0, 0)
        self.head.next = self.tail
        self.tail.prev = self.head

    def _remove_node(self, node):
        node.prev.next = node.next
        node.next.prev = node.prev

    def _add_node_to_front(self, node):
        node.prev = self.head
        node.next = self.head.next
        self.head.next.prev = node
        self.head.next = node

    def get(self, key: int) -> int:
        if key in self.cache:
            node = self.cache[key]
            self._remove_node(node)
            self._add_node_to_front(node)
            return node.value
        return -1

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            node = self.cache[key]
            node.value = value
            self._remove_node(node)
            self._add_node_to_front(node)
        else:
            if len(self.cache) == self.capacity:
                del self.cache[self.tail.prev.key]
                self._remove_node(self.tail.prev)
            node = Node(key, value)
            self.cache[key] = node
            self._add_node_to_front(node)
class Node:

    def __init__(self, key, val):
        self.val = val
        self.key = key
        self.prev = None
        self.nxt_ = None
class DLinked:

    def __init__(self):
        self.head = None
        self.tail = None

    def remove(self, node):
        """""" return the deleted node key
        """"""
        prev = node.prev
        nxt_ = node.nxt_
        if prev is None and nxt_ is None:
            self.head = None
            self.tail = None
            return node.key
        if prev is None:
            self.head = nxt_
            nxt_.prev = None
        elif nxt_ is None:
            self.tail = prev
            prev.nxt_ = None
        else:
            prev.nxt_ = nxt_
            nxt_.prev = prev
        return node.key

    def add(self, node):
        """""" return the node ref if added
        """"""
        if self.head is None:
            self.head = node
            if self.tail is None:
                self.tail = node
        else:
            node.nxt_ = self.head
            node.prev = None
            self.head.prev = node
            self.head = node
        return self.head
class LRUCache:

    def __init__(self, capacity):
        self.cap = capacity
        self.table = {}
        self.dlinked = DLinked()

    def get(self, key):
        node = self.table.get(key, None)
        if node is not None:
            self.dlinked.remove(node)
            self.dlinked.add(node)
            return node.val
        else:
            return -1

    def put(self, key, val):
        node = self.table.get(key, None)
        if node is not None:
            self.dlinked.remove(node)
            node.val = val
            self.dlinked.add(node)
            return
        if len(self.table) == self.cap:
            old_key = self.dlinked.remove(self.dlinked.tail)
            del self.table[old_key]
            node = self.dlinked.add(Node(key, val))
            self.table[key] = node
        else:
            node = self.dlinked.add(Node(key, val))
            self.table[key] = node
        return
def test_simple_get_case():
    cache1 = LRUCache(2)
    cache1.put(1, 1)
    cache1.put(2, 2)
    cache2 = LRUCache(2)
    cache2.put(1, 1)
    cache2.put(2, 2)
    assert cache1.get(1) == cache2.get(1)
def test_get_then_put_case():
    cache1 = LRUCache(2)
    cache1.put(1, 1)
    cache1.put(2, 2)
    cache1.get(1)
    cache1.put(3, 3)
    cache2 = LRUCache(2)
    cache2.put(1, 1)
    cache2.put(2, 2)
    cache2.get(1)
    cache2.put(3, 3)
    assert cache1.get(2) == cache2.get(2)
def test_over_capacity_case():
    cache1 = LRUCache(2)
    cache1.put(1, 1)
    cache1.put(2, 2)
    cache1.put(3, 3)
    cache2 = LRUCache(2)
    cache2.put(1, 1)
    cache2.put(2, 2)
    cache2.put(3, 3)
    assert cache1.get(2) == cache2.get(2)",DATASET/DatasetTEST/variant_2_full.jsonl,19,py_1700_data.csv,19,"class Node:
    def __init__(self, key, value):
        self.key = key
        self.value = value
        self.prev = None
        self.next = None

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = {}
        self.head = Node(0, 0)
        self.tail = Node(0, 0)
        self.head.next = self.tail
        self.tail.prev = self.head
    
    def _remove_node(self, node):
        node.prev.next = node.next
        node.next.prev = node.prev
    
    def _add_node_to_front(self, node):
        node.prev = self.head
        node.next = self.head.next
        self.head.next.prev = node
        self.head.next = node
    
    def get(self, key: int) -> int:
        if key in self.cache:
            node = self.cache[key]
            self._remove_node(node)
            self._add_node_to_front(node)
            return node.value
        return -1
    
    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            node = self.cache[key]
            node.value = value
            self._remove_node(node)
            self._add_node_to_front(node)
        else:
            if len(self.cache) == self.capacity:
                del self.cache[self.tail.prev.key]
                self._remove_node(self.tail.prev)
            node = Node(key, value)
            self.cache[key] = node
            self._add_node_to_front(node)",2,170,NO_TEST_PASSED,3,0,[]
"alien language, surprisingly, also use English lowercase letters, possibly different order. order alphabet permutation lowercase letters. Given sequence words written alien language, order alphabet, return true given words sorted lexicographically alien language.","def isAlienSorted(words, order):
    alien_dict = {}
    for index, char in enumerate(order):
        alien_dict[char] = index

    for i in range(len(words) - 1):
        word1 = words[i]
        word2 = words[i + 1]

        for j in range(min(len(word1), len(word2))):
            if word1[j] != word2[j]:
                if alien_dict[word1[j]] > alien_dict[word2[j]]:
                    return False
                break
        else:
            if len(word1) > len(word2):
                return False

    return True","from typing import *
from collections import *
from math import *

def isAlienSorted(words, order):
    alien_dict = {}
    for index, char in enumerate(order):
        alien_dict[char] = index
    for i in range(len(words) - 1):
        word1 = words[i]
        word2 = words[i + 1]
        for j in range(min(len(word1), len(word2))):
            if word1[j] != word2[j]:
                if alien_dict[word1[j]] > alien_dict[word2[j]]:
                    return False
                break
        else:
            if len(word1) > len(word2):
                return False
    return True
class Solution:

    def compare(self, cache, word1, word2):
        i, j = (0, 0)
        while i < len(word1) and j < len(word2):
            if cache[word1[i]] < cache[word2[j]]:
                return True
            elif cache[word1[i]] > cache[word2[j]]:
                return False
            else:
                i += 1
                j += 1
        if i < len(word1):
            return False
        '\n            why false?\n            In some cases word1 can be aaa, word2 can be aa\n            here we must return false becoz they are not in lexicographic order\n            becoz word2 appears first than word1\n        '
        return True

    def isAlienSorted(self, words: List[str], order: str) -> bool:
        """"""
            Main Idea behind this is,
            How we see our Oxford or Some english Dictionary (So called lexicographic order)

            Eg:
            Case 1:
                Assume we have words like ad, af, ag, ba, bba, bbaaaag in our oxford Dictionary
                at diff page numbers Now compare the page numbers of these words once it is for sure
                pageNumber(ad) < pageNumber(af) < pageNumber(ag) < ... pageNumber(bbaaag)
            Case 2:
                if we go in depth
                if two 2 words are in same page, say x, xy
                it is for sure LineNumber(x) < lineNumber(xy) (Note < operator is Strictly lesser)
            Case 3:
                Words like a, aa, aaa, aaaa are in our dictionary
                definitly appearance(a) < appearance(aa) < appearance(aaa) < appearance(aaaa)
                appearance may be a line number or page number
        """"""
        '\n            In our Question there are asking for a different alphabetical order and asking us to check \n            whether appearance(word1) < appearance(word2) < appearance(word3) < ... < appearance(wordn) or not\n            Just compare \n                word1 with word2 \n                word2 with word3\n                word3 with word4\n                ....\n                wordn-1 with wordn\n            Reason: if word1 < word2 it is for sure lesser than word3 and so on\n        '
        cache = {}
        for i in range(len(order)):
            cache[order[i]] = i
        for i in range(1, len(words)):
            if not self.compare(cache, words[i - 1], words[i]):
                return False
        return True
def test_simple_case():
    solution_instance = Solution()
    assert isAlienSorted(['hello', 'leetcode'], 'hlabcdefgijkmnopqrstuvwxyz') == solution_instance.isAlienSorted(['hello', 'leetcode'], 'hlabcdefgijkmnopqrstuvwxyz')
def test_edge_case():
    solution_instance = Solution()
    assert isAlienSorted(['word', 'world', 'row'], 'worldabcefghijkmnpqstuvxyz') == solution_instance.isAlienSorted(['word', 'world', 'row'], 'worldabcefghijkmnpqstuvxyz')
def test_difficult_case():
    solution_instance = Solution()
    assert isAlienSorted(['apple', 'app'], 'abcdefghijklmnopqrstuvwxyz') == solution_instance.isAlienSorted(['apple', 'app'], 'abcdefghijklmnopqrstuvwxyz')",DATASET/DatasetTEST/variant_2_full.jsonl,854,py_1700_data.csv,854,"def isAlienSorted(words, order):
    alien_dict = {}
    for index, char in enumerate(order):
        alien_dict[char] = index

    for i in range(len(words) - 1):
        word1 = words[i]
        word2 = words[i + 1]

        for j in range(min(len(word1), len(word2))):
            if word1[j] != word2[j]:
                if alien_dict[word1[j]] > alien_dict[word2[j]]:
                    return False
                break
        else:
            if len(word1) > len(word2):
                return False

    return True",2,171,NO_TEST_PASSED,3,0,[]
