Source Name,code,instruction,test_result.passed,cleared_code,idx
py_1700_data.csv,"def decode_slanted_transposition(encodedText, rows):
    cols = math.ceil(len(encodedText)/rows)
    numBlue = cols-1 if rows > 1 else 0
    numRed = 2*(cols-1) if rows > 2 else 0
    numYellow = 2*(cols-1) if rows > 1 else 0
    numEmpty = rows*cols - len(encodedText) - numBlue - numRed - numYellow
    blueCells = []
    redCells = []
    yellowCells = []
    emptyCells = []
    currCell = [0,0]
    currState = 0 # 0=blue, 1=red1, 2=yellow, 3=red2
    for c in encodedText:
        if currState == 0:
            blueCells.append(c)
            if currCell[0] == rows-1:
                currState = 1
                currCell = [rows-2, 1]
            else:
                currCell[0] += 1
                if currCell[1] == cols-1:
                    currState = 2
                    currCell = [0, cols-2]
                else:
                    currCell[1] += 1
        elif currState == 1:
            redCells.append(c)
            if currCell[1] == cols-1:
                currState = 2
                currCell = [0, cols-2]
            else:
                currCell[0] -= 1
                currCell[1] += 1
        elif currState == 2:
            yellowCells.append(c)
            if currCell[0] == 0:
                currState = 3
                currCell = [1, cols-1]
            else:
                currCell[0] -= 1
                currCell[1] -= 1
        elif currState == 3:
            redCells.append(c)
            if currCell[1] == numEmpty:
                currState = 0
                currCell = [0, 0]
            else:
                currCell[0] += 1
                currCell[1] -= 1
    decodedText = [' ']*(rows*cols)
    currCell = [0,0]
    currState = 0 # 0=blue, 1=red1, 2=yellow, 3=red2
    for c in blueCells:
        decodedText[currCell[0]*cols+currCell[1]] = c
        if currCell[0] == rows-1:
            currState = 1
            currCell = [rows-2, 1]
        else:
            currCell[0] += 1
            if currCell[1] == cols-1:
                currState = 2
                currCell = [0, cols-2]
            else:
                currCell[1] += 1
    for c in redCells:
        decodedText[currCell[0]*cols+currCell[1]] = c
        if currState == 1:
            if currCell[1] == cols-1:
                currState = 2
                currCell = [0, cols-2]
            else:
                currCell[0] -= 1
                currCell[1] += 1
        elif currState == 3:
            if currCell[1] == numEmpty:
                currState = 0
                currCell = [0, 0]
            else:
                currCell[0] += 1
                currCell[1] -= 1
        else:
            if currCell[0] == 0:
                currState = 3
                currCell = [1, cols-1]
            else:
                currCell[0] -= 1
                currCell[1] += 1
    for c in yellowCells:
        decodedText[currCell[0]*cols+currCell[1]] = c
        if currCell[0] == 0:
            currState = 3
            currCell = [1, cols-1]
        else:
            currCell[0] -= 1
            currCell[1] -= 1
    return ''.join(decodedText)","string originalText encoded using slanted transposition cipher string encodedText help matrix fixed number rows rows. originalText placed first top-left bottom-right manner. blue cells filled first, followed red cells, yellow cells, on, reach end originalText. arrow indicates order cells filled. empty cells filled ' '. number columns chosen rightmost column empty filling originalText. encodedText formed appending characters matrix row-wise fashion. characters blue cells appended first encodedText, red cells, on, finally yellow cells. arrow indicates order cells accessed. example, originalText = ""cipher"" rows = 3, encode following manner: blue arrows depict originalText placed matrix, red arrows denote order encodedText formed. example, encodedText = ""ch ie pr"". Given encoded string encodedText number rows rows, return original string originalText. Note: originalText trailing spaces ' '. test cases generated one possible originalText.",0,"def decode_slanted_transposition(encodedText, rows):
    cols = math.ceil(len(encodedText)/rows)
    numBlue = cols-1 if rows > 1 else 0
    numRed = 2*(cols-1) if rows > 2 else 0
    numYellow = 2*(cols-1) if rows > 1 else 0
    numEmpty = rows*cols - len(encodedText) - numBlue - numRed - numYellow
    blueCells = []
    redCells = []
    yellowCells = []
    emptyCells = []
    currCell = [0,0]
    currState = 0 
    for c in encodedText:
        if currState == 0:
            blueCells.append(c)
            if currCell[0] == rows-1:
                currState = 1
                currCell = [rows-2, 1]
            else:
                currCell[0] += 1
                if currCell[1] == cols-1:
                    currState = 2
                    currCell = [0, cols-2]
                else:
                    currCell[1] += 1
        elif currState == 1:
            redCells.append(c)
            if currCell[1] == cols-1:
                currState = 2
                currCell = [0, cols-2]
            else:
                currCell[0] -= 1
                currCell[1] += 1
        elif currState == 2:
            yellowCells.append(c)
            if currCell[0] == 0:
                currState = 3
                currCell = [1, cols-1]
            else:
                currCell[0] -= 1
                currCell[1] -= 1
        elif currState == 3:
            redCells.append(c)
            if currCell[1] == numEmpty:
                currState = 0
                currCell = [0, 0]
            else:
                currCell[0] += 1
                currCell[1] -= 1
    decodedText = [' ']*(rows*cols)
    currCell = [0,0]
    currState = 0 
    for c in blueCells:
        decodedText[currCell[0]*cols+currCell[1]] = c
        if currCell[0] == rows-1:
            currState = 1
            currCell = [rows-2, 1]
        else:
            currCell[0] += 1
            if currCell[1] == cols-1:
                currState = 2
                currCell = [0, cols-2]
            else:
                currCell[1] += 1
    for c in redCells:
        decodedText[currCell[0]*cols+currCell[1]] = c
        if currState == 1:
            if currCell[1] == cols-1:
                currState = 2
                currCell = [0, cols-2]
            else:
                currCell[0] -= 1
                currCell[1] += 1
        elif currState == 3:
            if currCell[1] == numEmpty:
                currState = 0
                currCell = [0, 0]
            else:
                currCell[0] += 1
                currCell[1] -= 1
        else:
            if currCell[0] == 0:
                currState = 3
                currCell = [1, cols-1]
            else:
                currCell[0] -= 1
                currCell[1] += 1
    for c in yellowCells:
        decodedText[currCell[0]*cols+currCell[1]] = c
        if currCell[0] == 0:
            currState = 3
            currCell = [1, cols-1]
        else:
            currCell[0] -= 1
            currCell[1] -= 1
    return ''.join(decodedText)",57
py_1700_data.csv,"
def apply_operations(nums, operations):
    for op in operations:
        nums[op[0]] = op[1]
    return nums
","given 0-indexed array nums consists n distinct positive integers. Apply operations array, ith operation replace number operations[i][0] operations[i][1]. guaranteed ith operation: operations[i][0] exists nums. operations[i][1] exist nums. Return array obtained applying operations.",3,"def apply_operations(nums, operations):
    for op in operations:
        nums[op[0]] = op[1]
    return nums
",58
py_1700_data.csv,"
def maxHeight(cuboids):
    n = len(cuboids)
    for i in range(n):
        cuboids[i].sort()
    cuboids.sort()
    dp = [0] * n
    for i in range(n):
        dp[i] = cuboids[i][2]
        for j in range(i):
            if cuboids[i][0] >= cuboids[j][0] and cuboids[i][1] >= cuboids[j][1] and cuboids[i][2] >= cuboids[j][2]:
                dp[i] = max(dp[i], dp[j] + cuboids[i][2])
    return max(dp)
","Given n cuboids dimensions ith cuboid cuboids[i] = [widthi, lengthi, heighti] (0-indexed). Choose subset cuboids place other. place cuboid cuboid j widthi <= widthj lengthi <= lengthj heighti <= heightj. rearrange cuboid's dimensions rotating put another cuboid. Return maximum height stacked cuboids.",3,"def maxHeight(cuboids):
    n = len(cuboids)
    for i in range(n):
        cuboids[i].sort()
    cuboids.sort()
    dp = [0] * n
    for i in range(n):
        dp[i] = cuboids[i][2]
        for j in range(i):
            if cuboids[i][0] >= cuboids[j][0] and cuboids[i][1] >= cuboids[j][1] and cuboids[i][2] >= cuboids[j][2]:
                dp[i] = max(dp[i], dp[j] + cuboids[i][2])
    return max(dp)
",59
py_1700_data.csv,"def makeGood(s):
    if len(s) < 2:
        return s
    for i in range(len(s) - 1):
        if s[i].islower() and s[i + 1].isupper() and s[i] == s[i + 1].lower() or \
           s[i].isupper() and s[i + 1].islower() and s[i] == s[i + 1].upper():
            return makeGood(s[:i] + s[i + 2:])
    return s","Given string lower upper case English letters. good string string two adjacent characters s[i] s[i + 1] where: 0 <= <= s.length - 2 s[i] lower-case letter s[i + 1] letter upper-case vice-versa. make string good, choose two adjacent characters make string bad remove them. keep string becomes good. Return string making good. answer guaranteed unique given constraints. Notice empty string also good.",3,"def makeGood(s):
    if len(s) < 2:
        return s
    for i in range(len(s) - 1):
        if s[i].islower() and s[i + 1].isupper() and s[i] == s[i + 1].lower() or \
           s[i].isupper() and s[i + 1].islower() and s[i] == s[i + 1].upper():
            return makeGood(s[:i] + s[i + 2:])
    return s",60
py_1700_data.csv,"
import math

def min_squares(n,m):
    if n == m:
        return 1
    else:
        max_side = min(n,m)
        min_side = max_side
        while True:
            num_squares = (n//min_side) * (m//min_side)
            if num_squares > 0:
                return num_squares
            else:
                min_side -= 1
            
n = 4
m = 6
print(min_squares(n,m))  # Output: 6
","Given rectangle size n x m, return minimum number integer-sided squares tile rectangle.",1,"import math
def min_squares(n,m):
    if n == m:
        return 1
    else:
        max_side = min(n,m)
        min_side = max_side
        while True:
            num_squares = (n//min_side) * (m//min_side)
            if num_squares > 0:
                return num_squares
            else:
                min_side -= 1
n = 4
m = 6
print(min_squares(n,m))  
",61
py_1700_data.csv,"def replace_elements(arr):
    ranks = {}
    for num in arr:
        rank = 1
        for other_num in arr:
            if other_num > num:
                rank += 1
        ranks[num] = rank
    for i in range(len(arr)):
        arr[i] = ranks[arr[i]]
    return arr","Given array integers arr, replace element rank. rank represents large element is. rank following rules: Rank integer starting 1. larger element, larger rank. two elements equal, rank must same. Rank small possible.",1,"def replace_elements(arr):
    ranks = {}
    for num in arr:
        rank = 1
        for other_num in arr:
            if other_num > num:
                rank += 1
        ranks[num] = rank
    for i in range(len(arr)):
        arr[i] = ranks[arr[i]]
    return arr",62
py_1700_data.csv,"def minMeetingRooms(meetings: List[List[int]]) -> int:
    meetings.sort(key=lambda x: x[0])
    rooms = []
    for meeting in meetings:
        if not rooms:
            rooms.append(meeting[1])
        else:
            if meeting[0] >= min(rooms):
                rooms[rooms.index(min(rooms))] = meeting[1]
            else:
                rooms.append(meeting[1])
    return len(rooms)","given integer n. n rooms numbered 0 n - 1. given 2D integer array meetings meetings[i] = [starti, endi] means meeting held half-closed time interval [starti, endi). values starti unique. Meetings allocated rooms following manner: meeting take place unused room lowest number. available rooms, meeting delayed room becomes free. delayed meeting duration original meeting. room becomes unused, meetings earlier original start time given room. Return number room held meetings. multiple rooms, return room lowest number. half-closed interval [a, b) interval b including including b.",0,"def minMeetingRooms(meetings: List[List[int]]) -> int:
    meetings.sort(key=lambda x: x[0])
    rooms = []
    for meeting in meetings:
        if not rooms:
            rooms.append(meeting[1])
        else:
            if meeting[0] >= min(rooms):
                rooms[rooms.index(min(rooms))] = meeting[1]
            else:
                rooms.append(meeting[1])
    return len(rooms)",63
py_1700_data.csv,"def distribute(nums, quantity):
    total = sum(quantity)
    if total != len(nums):
        return False
    
    qty_dict = {}
    for q in quantity:
        if q not in qty_dict:
            qty_dict[q] = 1
        else:
            qty_dict[q] += 1
    
    for k,v in qty_dict.items():
        if k*v > len(nums):
            return False
    
    nums.sort(reverse=True)
    for q in quantity:
        for i in range(q):
            if nums[i] < 1:
                return False
            nums[i] -= 1
    
    return True","given array n integers, nums, 50 unique values array. also given array customer order quantities, quantity, quantity[i] amount integers ith customer ordered. Determine possible distribute nums that: ith customer gets exactly quantity[i] integers, integers ith customer gets equal, Every customer satisfied. Return true possible distribute nums according conditions.",1,"def distribute(nums, quantity):
    total = sum(quantity)
    if total != len(nums):
        return False
    qty_dict = {}
    for q in quantity:
        if q not in qty_dict:
            qty_dict[q] = 1
        else:
            qty_dict[q] += 1
    for k,v in qty_dict.items():
        if k*v > len(nums):
            return False
    nums.sort(reverse=True)
    for q in quantity:
        for i in range(q):
            if nums[i] < 1:
                return False
            nums[i] -= 1
    return True",64
py_1700_data.csv,"def max_income(n, edges, amount):
    tree = [[] for _ in range(n)]
    for a, b in edges:
        tree[a].append(b)
        tree[b].append(a)
        
    def dfs(node, parent):
        if node == 0:
            return 0
        
        max_profit = amount[node]
        for child in tree[node]:
            if child != parent:
                profit = dfs(child, node)
                if profit >= 0:
                    max_profit += profit
        
        return max_profit
    
    return dfs(1, 0)","undirected tree n nodes labeled 0 n - 1, rooted node 0. given 2D integer array edges length n - 1 edges[i] = [ai, bi] indicates edge nodes ai bi tree. every node i, gate. also given array even integers amount, amount[i] represents: price needed open gate node i, amount[i] negative, or, cash reward obtained opening gate node i, otherwise. game goes follows: Initially, Alice node 0 Bob node bob. every second, Alice Bob move adjacent node. Alice moves towards leaf node, Bob moves towards node 0. every node along path, Alice Bob either spend money open gate node, accept reward. Note that: gate already open, price required, cash reward. Alice Bob reach node simultaneously, share price/reward opening gate there. words, price open gate c, Alice Bob pay c / 2 each. Similarly, reward gate c, receive c / 2 each. Alice reaches leaf node, stops moving. Similarly, Bob reaches node 0, stops moving. Note events independent other. Return maximum net income Alice travels towards optimal leaf node.",0,"def max_income(n, edges, amount):
    tree = [[] for _ in range(n)]
    for a, b in edges:
        tree[a].append(b)
        tree[b].append(a)
    def dfs(node, parent):
        if node == 0:
            return 0
        max_profit = amount[node]
        for child in tree[node]:
            if child != parent:
                profit = dfs(child, node)
                if profit >= 0:
                    max_profit += profit
        return max_profit
    return dfs(1, 0)",65
py_1700_data.csv,"def minMoves(nums):
    return sum(nums) - min(nums) * len(nums)","Given integer array nums size n, return minimum number moves required make array elements equal. one move, increment n - 1 elements array 1.",3,"def minMoves(nums):
    return sum(nums) - min(nums) * len(nums)",66
py_good_answer.csv,"# Node class 
class Node: 

    def __init__(self, data): 
        self.data = data 
        self.next = None

class LinkedList: 

    def __init__(self): 
        self.head = None

    # add new node at the end of the linked list
    def append(self, new_data): 
        new_node = Node(new_data) 

        if self.head is None: 
            self.head = new_node 
            return

        last = self.head 
        while (last.next): 
            last = last.next

        last.next = new_node 

    # modify the linked list such that even numbers 
    # appear before odd numbers
    def modify_list(self): 
        even_head = None
        even_tail = None
        odd_head = None
        odd_tail = None

        current_node = self.head 
        while current_node: 
            if current_node.data % 2 == 0: 
                if even_head is None: 
                    even_head = current_node 
                    even_tail = current_node 
                else: 
                    even_tail.next = current_node 
                    even_tail = even_tail.next 
            else: 
                if odd_head is None: 
                    odd_head = current_node 
                    odd_tail = current_node 
                else: 
                    odd_tail.next = current_node 
                    odd_tail = odd_tail.next 

            current_node = current_node.next 

        if even_head is None: 
            self.head = odd_head 
        else: 
            even_tail.next = odd_head 
            self.head = even_head 

    # print the linked list
    def print_list(self): 
        current_node = self.head 
        while current_node: 
            print(current_node.data, end=' -> ')

            current_node = current_node.next 
        print('None') 

# driver code
if __name__ == '__main__': 
    llist = LinkedList() 

    llist.append(1) 
    llist.append(2) 
    llist.append(3) 
    llist.append(4) 
    llist.append(5) 

    print('Original Linked List')
    llist.print_list()

    llist.modify_list() 

    print('Modified Linked List')
    llist.print_list()",Python Program Modify Linked List Even Numbers appear Odd Numbers Modified Linked List,0,"class Node: 
    def __init__(self, data): 
        self.data = data 
        self.next = None
class LinkedList: 
    def __init__(self): 
        self.head = None
    def append(self, new_data): 
        new_node = Node(new_data) 
        if self.head is None: 
            self.head = new_node 
            return
        last = self.head 
        while (last.next): 
            last = last.next
        last.next = new_node 
    def modify_list(self): 
        even_head = None
        even_tail = None
        odd_head = None
        odd_tail = None
        current_node = self.head 
        while current_node: 
            if current_node.data % 2 == 0: 
                if even_head is None: 
                    even_head = current_node 
                    even_tail = current_node 
                else: 
                    even_tail.next = current_node 
                    even_tail = even_tail.next 
            else: 
                if odd_head is None: 
                    odd_head = current_node 
                    odd_tail = current_node 
                else: 
                    odd_tail.next = current_node 
                    odd_tail = odd_tail.next 
            current_node = current_node.next 
        if even_head is None: 
            self.head = odd_head 
        else: 
            even_tail.next = odd_head 
            self.head = even_head 
    def print_list(self): 
        current_node = self.head 
        while current_node: 
            print(current_node.data, end=' -> ')
            current_node = current_node.next 
        print('None') 
if __name__ == '__main__': 
    llist = LinkedList() 
    llist.append(1) 
    llist.append(2) 
    llist.append(3) 
    llist.append(4) 
    llist.append(5) 
    print('Original Linked List')
    llist.print_list()
    llist.modify_list() 
    print('Modified Linked List')
    llist.print_list()",67
py_1700_data.csv,"def max_tasks_completed(tasks, workers, pills, strength):
    sorted_tasks = sorted(tasks)
    sorted_workers = sorted(workers)
    sorted_pills = sorted(pills, reverse=True)

    num_tasks_completed = 0
    for task in sorted_tasks:
        for i, worker in enumerate(sorted_workers):
            if worker >= task:
                sorted_workers.pop(i)
                num_tasks_completed += 1
                break
        else: # if no worker found
            for i, p in enumerate(sorted_pills):
                if strength + p >= task:
                    sorted_pills.pop(i)
                    num_tasks_completed += 1
                    break
            else: # if no worker or pill found
                break

    return num_tasks_completed","n tasks workers. task strength requirement stored 0-indexed integer array tasks, ith task requiring tasks[i] strength complete. strength worker stored 0-indexed integer array workers, jth worker workers[j] strength. worker assigned single task must strength greater equal task's strength requirement (i.e., workers[j] >= tasks[i]). Additionally, pills magical pills increase worker's strength strength. decide workers receive magical pills, however, may give worker one magical pill. Given 0-indexed integer arrays tasks workers integers pills strength, return maximum number tasks completed.",0,"def max_tasks_completed(tasks, workers, pills, strength):
    sorted_tasks = sorted(tasks)
    sorted_workers = sorted(workers)
    sorted_pills = sorted(pills, reverse=True)
    num_tasks_completed = 0
    for task in sorted_tasks:
        for i, worker in enumerate(sorted_workers):
            if worker >= task:
                sorted_workers.pop(i)
                num_tasks_completed += 1
                break
        else: 
            for i, p in enumerate(sorted_pills):
                if strength + p >= task:
                    sorted_pills.pop(i)
                    num_tasks_completed += 1
                    break
            else: 
                break
    return num_tasks_completed",68
py_1700_data.csv,"def replace_uppercase_with_lowercase(s):
    new_string = """"
    for char in s:
        if char.isupper():
            new_string += char.lower()
        else:
            new_string += char
    return new_string","Given string s, return string replacing every uppercase letter lowercase letter.",3,"def replace_uppercase_with_lowercase(s):
    new_string = """"
    for char in s:
        if char.isupper():
            new_string += char.lower()
        else:
            new_string += char
    return new_string",69
py_1700_data.csv,"def game_probability(n, k, maxPts):
    if n >= k:
        return 0
    total_outcomes = pow(maxPts, k)
    favorable_outcomes = 0
    for i in range(total_outcomes):
        score = 0
        for j in range(k):
            draw = random.randint(1, maxPts)
            score += draw
            if score >= k:
                break
        if score < n:
            favorable_outcomes += 1
    return favorable_outcomes / total_outcomes
","Alice plays following game, loosely based card game ""21"". Alice starts 0 points draws numbers less k points. draw, gains integer number points randomly range [1, maxPts], maxPts integer. draw independent outcomes equal probabilities. Alice stops drawing numbers gets k points. Return probability Alice n fewer points. Answers within 10-5 actual answer considered accepted.",0,"def game_probability(n, k, maxPts):
    if n >= k:
        return 0
    total_outcomes = pow(maxPts, k)
    favorable_outcomes = 0
    for i in range(total_outcomes):
        score = 0
        for j in range(k):
            draw = random.randint(1, maxPts)
            score += draw
            if score >= k:
                break
        if score < n:
            favorable_outcomes += 1
    return favorable_outcomes / total_outcomes
",70
py_1700_data.csv,"def len_longest_fibonacci_subsequence(arr):
    set_arr = set(arr)
    max_seq = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            a, b = arr[i], arr[j]
            count = 2
            while a+b in set_arr:
                a, b = b, a+b
                count += 1
            max_seq = max(max_seq, count)
    return max_seq if max_seq > 2 else 0","sequence x1, x2, ..., xn Fibonacci-like if: n >= 3 xi + xi+1 == xi+2 + 2 <= n Given strictly increasing array arr positive integers forming sequence, return length longest Fibonacci-like subsequence arr. one exist, return 0. subsequence derived another sequence arr deleting number elements (including none) arr, without changing order remaining elements. example, [3, 5, 8] subsequence [3, 4, 5, 6, 7, 8].",0,"def len_longest_fibonacci_subsequence(arr):
    set_arr = set(arr)
    max_seq = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            a, b = arr[i], arr[j]
            count = 2
            while a+b in set_arr:
                a, b = b, a+b
                count += 1
            max_seq = max(max_seq, count)
    return max_seq if max_seq > 2 else 0",71
py_1700_data.csv,"def isMagicSquare(grid, i, j):
    # Check row sums
    row_sum = sum(grid[i][j:j+3])
    for k in range(1, 3):
        if sum(grid[i+k][j:j+3]) != row_sum:
            return False
    
    # Check column sums
    col_sum = sum(grid[i][j] + grid[i+1][j+1] + grid[i+2][j+2])
    if sum(grid[i][j] + grid[i+1][j+1] + grid[i+2][j+2]) != col_sum:
        return False
    if sum(grid[i][j+2] + grid[i+1][j+1] + grid[i+2][j]) != col_sum:
        return False
    
    return True

def countMagicSquares(grid):
    m, n = len(grid), len(grid[0])
    count = 0
    
    for i in range(1, m-1):
        for j in range(1, n-1):
            if grid[i][j] in range(1, 10) and grid[i][j-1] not in range(1, 10) and grid[i][j+1] not in range(1, 10) and \
               grid[i-1][j] not in range(1, 10) and grid[i+1][j] not in range(1, 10) and \
               grid[i-1][j-1] not in range(1, 10) and grid[i-1][j+1] not in range(1, 10) and \
               grid[i+1][j-1] not in range(1, 10) and grid[i+1][j+1] not in range(1, 10):
                if isMagicSquare(grid, i-1, j-1):
                    count += 1
    
    return count","3 x 3 magic square 3 x 3 grid filled distinct numbers 1 9 row, column, diagonals sum. Given row x col grid integers, many 3 x 3 ""magic square"" subgrids there? (Each subgrid contiguous).",1,"def isMagicSquare(grid, i, j):
    row_sum = sum(grid[i][j:j+3])
    for k in range(1, 3):
        if sum(grid[i+k][j:j+3]) != row_sum:
            return False
    col_sum = sum(grid[i][j] + grid[i+1][j+1] + grid[i+2][j+2])
    if sum(grid[i][j] + grid[i+1][j+1] + grid[i+2][j+2]) != col_sum:
        return False
    if sum(grid[i][j+2] + grid[i+1][j+1] + grid[i+2][j]) != col_sum:
        return False
    return True
def countMagicSquares(grid):
    m, n = len(grid), len(grid[0])
    count = 0
    for i in range(1, m-1):
        for j in range(1, n-1):
            if grid[i][j] in range(1, 10) and grid[i][j-1] not in range(1, 10) and grid[i][j+1] not in range(1, 10) and \
               grid[i-1][j] not in range(1, 10) and grid[i+1][j] not in range(1, 10) and \
               grid[i-1][j-1] not in range(1, 10) and grid[i-1][j+1] not in range(1, 10) and \
               grid[i+1][j-1] not in range(1, 10) and grid[i+1][j+1] not in range(1, 10):
                if isMagicSquare(grid, i-1, j-1):
                    count += 1
    return count",72
py_1700_data.csv,"def largest_palindrome(num):
    digits = list(num)
    digits.sort(reverse=True)
    for i in range(int(num), int("""".join(digits))+1):
        if str(i) == str(i)[::-1]:
            return str(i)
    return ""0""","given string num consisting digits only. Return largest palindromic integer (in form string) formed using digits taken num. contain leading zeroes. Notes: need use digits num, must use least one digit. digits reordered.",2,"def largest_palindrome(num):
    digits = list(num)
    digits.sort(reverse=True)
    for i in range(int(num), int("""".join(digits))+1):
        if str(i) == str(i)[::-1]:
            return str(i)
    return ""0""",73
py_1700_data.csv,"
import heapq

def kthSmallest(mat, k):
    heap = [(sum(row), [0]) for row in mat]
    seen = set(tuple(zero * len(mat)) for zero in [0])
    for i in range(k - 1):
        sm, indices = heapq.heappop(heap)
        for j in range(len(mat)):
            if indices[j] + 1 < len(mat[0]):
                new_indices = indices[:j] + [indices[j] + 1] + indices[j + 1:]
                if tuple(new_indices) not in seen:
                    seen.add(tuple(new_indices))
                    heapq.heappush(heap, (sm - mat[j][indices[j]] + mat[j][indices[j] + 1], new_indices))
    return heap[0][0]
",given x n matrix mat rows sorted non-decreasing order integer k. allowed choose exactly one element row form array. Return kth smallest array sum among possible arrays.,0,"import heapq
def kthSmallest(mat, k):
    heap = [(sum(row), [0]) for row in mat]
    seen = set(tuple(zero * len(mat)) for zero in [0])
    for i in range(k - 1):
        sm, indices = heapq.heappop(heap)
        for j in range(len(mat)):
            if indices[j] + 1 < len(mat[0]):
                new_indices = indices[:j] + [indices[j] + 1] + indices[j + 1:]
                if tuple(new_indices) not in seen:
                    seen.add(tuple(new_indices))
                    heapq.heappush(heap, (sm - mat[j][indices[j]] + mat[j][indices[j] + 1], new_indices))
    return heap[0][0]
",74
py_1700_data.csv,"def count_laser_beams(bank):
    laser_count = 0
    for r1 in range(len(bank)-1):
        for r2 in range(r1+1, len(bank)):
            if '1' in bank[r1] and '1' in bank[r2]:
                if all(bank[i][j] == '0' for i in range(r1+1, r2) for j in range(len(bank[i]))):
                    laser_count += 1
    return laser_count","Anti-theft security devices activated inside bank. given 0-indexed binary string array bank representing floor plan bank, x n 2D matrix. bank[i] represents ith row, consisting '0's '1's. '0' means cell empty, while'1' means cell security device. one laser beam two security devices conditions met: two devices located two different rows: r1 r2, r1 < r2. row r1 < < r2, security devices ith row. Laser beams independent, i.e., one beam interfere join another. Return total number laser beams bank.",2,"def count_laser_beams(bank):
    laser_count = 0
    for r1 in range(len(bank)-1):
        for r2 in range(r1+1, len(bank)):
            if '1' in bank[r1] and '1' in bank[r2]:
                if all(bank[i][j] == '0' for i in range(r1+1, r2) for j in range(len(bank[i]))):
                    laser_count += 1
    return laser_count",75
py_1700_data.csv,"def sumSubarray(nums):
    MOD = 10**9 + 7
    n = len(nums)
    ans = 0
    for i in range(n):
        for j in range(i, n):
            ans += sum(nums[i:j+1])
    return ans % MOD","given array nums consisting n positive integers. computed sum non-empty continuous subarrays array sorted non-decreasing order, creating new array n * (n + 1) / 2 numbers. Return sum numbers index left index right (indexed 1), inclusive, new array. Since answer huge number return modulo 109 + 7.",2,"def sumSubarray(nums):
    MOD = 10**9 + 7
    n = len(nums)
    ans = 0
    for i in range(n):
        for j in range(i, n):
            ans += sum(nums[i:j+1])
    return ans % MOD",76
py_1700_data.csv,"def max_total_beauty(flowers, newFlowers, target, full, partial):
    n = len(flowers)
    incomplete_gardens = [max(0, target - flowers[i]) for i in range(n)]
    complete_gardens = [max(0, flowers[i] - target) for i in range(n)]
    num_incomplete_gardens = sum(1 for i in range(n) if flowers[i] < target)
    num_new_flowers = min(num_incomplete_gardens * partial, newFlowers)
    total_beauty = sum(complete_gardens) * full + num_new_flowers * partial
    return total_beauty","Alice caretaker n gardens wants plant flowers maximize total beauty gardens. given 0-indexed integer array flowers size n, flowers[i] number flowers already planted ith garden. Flowers already planted cannot removed. given another integer newFlowers, maximum number flowers Alice additionally plant. also given integers target, full, partial. garden considered complete least target flowers. total beauty gardens determined sum following: number complete gardens multiplied full. minimum number flowers incomplete gardens multiplied partial. incomplete gardens, value 0. Return maximum total beauty Alice obtain planting newFlowers flowers.",1,"def max_total_beauty(flowers, newFlowers, target, full, partial):
    n = len(flowers)
    incomplete_gardens = [max(0, target - flowers[i]) for i in range(n)]
    complete_gardens = [max(0, flowers[i] - target) for i in range(n)]
    num_incomplete_gardens = sum(1 for i in range(n) if flowers[i] < target)
    num_new_flowers = min(num_incomplete_gardens * partial, newFlowers)
    total_beauty = sum(complete_gardens) * full + num_new_flowers * partial
    return total_beauty",77
py_1700_data.csv,"def secret_people(n: int, delay: int, forget: int) -> int:
    MOD = 10**9 + 7
    dp = [0] * (n + 1)
    dp[0] = 1
    forget_days = [0] * (n + 1)
    forget_days[delay] = 1
    for i in range(1, n + 1):
        dp[i] = dp[i - 1] + forget_days[i - 1]
        if i >= delay:
            dp[i] -= forget_days[i - delay]
        dp[i] %= MOD
        forget_days[i] = (forget_days[i - 1] + dp[i - forget]) % MOD
    return dp[n]","day 1, one person discovers secret. given integer delay, means person share secret new person every day, starting delay days discovering secret. also given integer forget, means person forget secret forget days discovering it. person cannot share secret day forgot it, day afterwards. Given integer n, return number people know secret end day n. Since answer may large, return modulo 109 + 7.",0,"def secret_people(n: int, delay: int, forget: int) -> int:
    MOD = 10**9 + 7
    dp = [0] * (n + 1)
    dp[0] = 1
    forget_days = [0] * (n + 1)
    forget_days[delay] = 1
    for i in range(1, n + 1):
        dp[i] = dp[i - 1] + forget_days[i - 1]
        if i >= delay:
            dp[i] -= forget_days[i - delay]
        dp[i] %= MOD
        forget_days[i] = (forget_days[i - 1] + dp[i - forget]) % MOD
    return dp[n]",78
py_1700_data.csv,"def smallestString(k: int, s: str) -> str:
    if k >= len(s):
        return s
    return min(s[i:k]+s[k:] for i in range(len(s)-k+1))",given string integer k. choose one first k letters append end string.. Return lexicographically smallest string could applying mentioned step number moves.,1,"def smallestString(k: int, s: str) -> str:
    if k >= len(s):
        return s
    return min(s[i:k]+s[k:] for i in range(len(s)-k+1))",79
py_1700_data.csv,"def defangIPaddr(address: str) -> str:
    return address.replace('.', '[.]')","Given valid (IPv4) IP address, return defanged version IP address. defanged IP address replaces every period ""."" ""[.]"".",3,"def defangIPaddr(address: str) -> str:
    return address.replace('.', '[.]')",80
